environment,candidate,policy,split,scenario,harmful_actions,contained,benign_cost,false_positive,disrupted_actions,collateral_disrupted_calls
ideal,t12_l0,deception,test,fast,2.38,0.675,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,test,slow,1.95,0.68,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,test,benign_admin,0.0,0.78,3.705,0.78,3.705,0.0
ideal,t12_l0,deception,test,benign_drill,0.0,0.93,12.745,0.93,12.745,0.0
ideal,t12_l0,deception,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
ideal,t12_l0,deception,family_shift,benign_burst,0.0,1.0,14.83,1.0,14.83,0.0
ideal,t12_l0,deception,family_shift,benign_recovery,0.0,0.99,12.515,0.99,12.515,0.0
ideal,t20_l0,deception,test,fast,3.025,0.55,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,test,switcher,2.995,0.54,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,test,slow,2.44,0.555,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,test,benign_admin,0.0,0.15,1.665,0.15,1.665,0.0
ideal,t20_l0,deception,test,benign_drill,0.0,0.765,8.09,0.765,8.09,0.0
ideal,t20_l0,deception,family_shift,patient,2.095,0.585,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,family_shift,cycler,2.795,0.505,0.0,0.0,0.0,0.0
ideal,t20_l0,deception,family_shift,benign_burst,0.0,0.95,10.68,0.95,10.68,0.0
ideal,t20_l0,deception,family_shift,benign_recovery,0.0,0.905,7.68,0.905,7.68,0.0
ideal,t20_l1,deception,test,fast,3.635,0.55,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,test,switcher,4.56,0.27,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,test,slow,2.44,0.555,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,test,benign_admin,0.0,0.15,1.515,0.15,1.515,0.0
ideal,t20_l1,deception,test,benign_drill,0.0,0.765,7.27,0.765,7.27,0.0
ideal,t20_l1,deception,family_shift,patient,2.095,0.585,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,family_shift,cycler,4.575,0.285,0.0,0.0,0.0,0.0
ideal,t20_l1,deception,family_shift,benign_burst,0.0,0.95,9.76,0.95,9.76,0.0
ideal,t20_l1,deception,family_shift,benign_recovery,0.0,0.905,6.775,0.905,6.775,0.0
ideal,t5_l0,deception,test,fast,0.83,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,test,benign_admin,0.0,1.0,9.295,1.0,9.295,0.0
ideal,t5_l0,deception,test,benign_drill,0.0,1.0,15.83,1.0,15.83,0.0
ideal,t5_l0,deception,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
ideal,t5_l0,deception,family_shift,benign_burst,0.0,1.0,17.83,1.0,17.83,0.0
ideal,t5_l0,deception,family_shift,benign_recovery,0.0,1.0,16.105,1.0,16.105,0.0
ideal,t8_l1,deception,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,test,slow,1.95,0.68,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,test,benign_admin,0.0,0.78,7.1,0.78,7.1,0.0
ideal,t8_l1,deception,test,benign_drill,0.0,1.0,13.415,1.0,13.415,0.0
ideal,t8_l1,deception,family_shift,patient,1.72,0.69,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
ideal,t8_l1,deception,family_shift,benign_burst,0.0,1.0,15.015,1.0,15.015,0.0
ideal,t8_l1,deception,family_shift,benign_recovery,0.0,1.0,14.485,1.0,14.485,0.0
ideal,t5_l0,deception_silent,test,fast,0.83,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,test,benign_admin,0.0,1.0,6.005,1.0,6.005,0.0
ideal,t5_l0,deception_silent,test,benign_drill,0.0,1.0,14.57,1.0,14.57,0.0
ideal,t5_l0,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
ideal,t5_l0,deception_silent,family_shift,benign_burst,0.0,1.0,17.64,1.0,17.64,0.0
ideal,t5_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,13.325,1.0,13.325,0.0
ideal,t5_l1,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,test,benign_admin,0.0,1.0,5.005,1.0,5.005,0.0
ideal,t5_l1,deception_silent,test,benign_drill,0.0,1.0,11.93,1.0,11.93,0.0
ideal,t5_l1,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
ideal,t5_l1,deception_silent,family_shift,benign_burst,0.0,1.0,16.64,1.0,16.64,0.0
ideal,t5_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,12.325,1.0,12.325,0.0
ideal,t8_l0,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,test,switcher,2.995,0.54,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,test,benign_admin,0.0,0.0,1.36,0.0,1.36,0.0
ideal,t8_l0,deception_silent,test,benign_drill,0.0,1.0,8.56,1.0,8.56,0.0
ideal,t8_l0,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,family_shift,cycler,2.795,0.505,0.0,0.0,0.0,0.0
ideal,t8_l0,deception_silent,family_shift,benign_burst,0.0,1.0,13.4,1.0,13.4,0.0
ideal,t8_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,8.995,1.0,8.995,0.0
ideal,t8_l1,deception_silent,test,fast,3.28,0.55,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,test,switcher,4.28,0.27,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,test,benign_admin,0.0,0.0,1.36,0.0,1.36,0.0
ideal,t8_l1,deception_silent,test,benign_drill,0.0,1.0,7.505,1.0,7.505,0.0
ideal,t8_l1,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,family_shift,cycler,3.7,0.285,0.0,0.0,0.0,0.0
ideal,t8_l1,deception_silent,family_shift,benign_burst,0.0,1.0,12.4,1.0,12.4,0.0
ideal,t8_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,7.995,1.0,7.995,0.0
ideal,t12_l0,isolate,test,fast,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,switcher,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,slow,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,avoider,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,family_shift,patient,5.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,family_shift,cycler,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t12_l0,isolate,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
ideal,t12_l0,isolate,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,switcher,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
ideal,t5_l0,isolate,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
ideal,t5_l0,isolate,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,family_shift,cycler,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,isolate,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
ideal,t5_l0,isolate,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
ideal,t8_l0,isolate,test,fast,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,switcher,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,slow,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,avoider,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,test,benign_drill,0.0,1.0,2.0,1.0,2.0,0.0
ideal,t8_l0,isolate,family_shift,patient,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,family_shift,cycler,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l0,isolate,family_shift,benign_burst,0.0,1.0,12.0,1.0,12.0,0.0
ideal,t8_l0,isolate,family_shift,benign_recovery,0.0,1.0,7.0,1.0,7.0,0.0
ideal,t8_l1,isolate,test,fast,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,switcher,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,slow,3.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,avoider,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,test,benign_drill,0.0,1.0,1.0,1.0,1.0,0.0
ideal,t8_l1,isolate,family_shift,patient,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,family_shift,cycler,4.0,1.0,0.0,0.0,0.0,0.0
ideal,t8_l1,isolate,family_shift,benign_burst,0.0,1.0,11.0,1.0,11.0,0.0
ideal,t8_l1,isolate,family_shift,benign_recovery,0.0,1.0,6.0,1.0,6.0,0.0
ideal,t12_l0,revoke,test,fast,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,slow,8.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,family_shift,patient,6.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
ideal,t12_l0,revoke,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
ideal,t12_l0,revoke,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
ideal,t5_l0,revoke,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
ideal,t5_l0,revoke,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
ideal,t5_l0,revoke,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
ideal,t5_l0,revoke,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
ideal,t8_l1,revoke,test,fast,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,slow,8.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,test,benign_drill,0.0,1.0,1.0,1.0,1.0,0.0
ideal,t8_l1,revoke,family_shift,patient,6.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
ideal,t8_l1,revoke,family_shift,benign_burst,0.0,1.0,11.0,1.0,11.0,0.0
ideal,t8_l1,revoke,family_shift,benign_recovery,0.0,1.0,6.0,1.0,6.0,0.0
coverage_half,t12_l0,deception,test,fast,2.38,0.675,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,test,slow,1.95,0.68,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,test,benign_admin,0.0,0.78,3.705,0.78,3.705,0.0
coverage_half,t12_l0,deception,test,benign_drill,0.0,0.93,12.745,0.93,12.745,0.0
coverage_half,t12_l0,deception,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
coverage_half,t12_l0,deception,family_shift,benign_burst,0.0,1.0,14.83,1.0,14.83,0.0
coverage_half,t12_l0,deception,family_shift,benign_recovery,0.0,0.99,12.515,0.99,12.515,0.0
coverage_half,t20_l0,deception,test,fast,3.025,0.55,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,test,switcher,2.995,0.54,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,test,slow,2.44,0.555,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,test,benign_admin,0.0,0.15,1.665,0.15,1.665,0.0
coverage_half,t20_l0,deception,test,benign_drill,0.0,0.765,8.09,0.765,8.09,0.0
coverage_half,t20_l0,deception,family_shift,patient,2.095,0.585,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,family_shift,cycler,2.795,0.505,0.0,0.0,0.0,0.0
coverage_half,t20_l0,deception,family_shift,benign_burst,0.0,0.95,10.68,0.95,10.68,0.0
coverage_half,t20_l0,deception,family_shift,benign_recovery,0.0,0.905,7.68,0.905,7.68,0.0
coverage_half,t20_l1,deception,test,fast,3.635,0.55,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,test,switcher,4.56,0.27,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,test,slow,2.44,0.555,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,test,benign_admin,0.0,0.15,1.515,0.15,1.515,0.0
coverage_half,t20_l1,deception,test,benign_drill,0.0,0.765,7.27,0.765,7.27,0.0
coverage_half,t20_l1,deception,family_shift,patient,2.095,0.585,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,family_shift,cycler,4.575,0.285,0.0,0.0,0.0,0.0
coverage_half,t20_l1,deception,family_shift,benign_burst,0.0,0.95,9.76,0.95,9.76,0.0
coverage_half,t20_l1,deception,family_shift,benign_recovery,0.0,0.905,6.775,0.905,6.775,0.0
coverage_half,t5_l0,deception,test,fast,0.83,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,test,benign_admin,0.0,1.0,9.295,1.0,9.295,0.0
coverage_half,t5_l0,deception,test,benign_drill,0.0,1.0,15.83,1.0,15.83,0.0
coverage_half,t5_l0,deception,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception,family_shift,benign_burst,0.0,1.0,17.83,1.0,17.83,0.0
coverage_half,t5_l0,deception,family_shift,benign_recovery,0.0,1.0,16.105,1.0,16.105,0.0
coverage_half,t8_l1,deception,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,test,slow,1.95,0.68,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,test,benign_admin,0.0,0.78,7.1,0.78,7.1,0.0
coverage_half,t8_l1,deception,test,benign_drill,0.0,1.0,13.415,1.0,13.415,0.0
coverage_half,t8_l1,deception,family_shift,patient,1.72,0.69,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception,family_shift,benign_burst,0.0,1.0,15.015,1.0,15.015,0.0
coverage_half,t8_l1,deception,family_shift,benign_recovery,0.0,1.0,14.485,1.0,14.485,0.0
coverage_half,t5_l0,deception_silent,test,fast,0.83,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,test,benign_admin,0.0,1.0,6.005,1.0,6.005,0.0
coverage_half,t5_l0,deception_silent,test,benign_drill,0.0,1.0,14.57,1.0,14.57,0.0
coverage_half,t5_l0,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
coverage_half,t5_l0,deception_silent,family_shift,benign_burst,0.0,1.0,17.64,1.0,17.64,0.0
coverage_half,t5_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,13.325,1.0,13.325,0.0
coverage_half,t5_l1,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,test,benign_admin,0.0,1.0,5.005,1.0,5.005,0.0
coverage_half,t5_l1,deception_silent,test,benign_drill,0.0,1.0,11.93,1.0,11.93,0.0
coverage_half,t5_l1,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
coverage_half,t5_l1,deception_silent,family_shift,benign_burst,0.0,1.0,16.64,1.0,16.64,0.0
coverage_half,t5_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,12.325,1.0,12.325,0.0
coverage_half,t8_l0,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,test,switcher,2.995,0.54,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,test,benign_admin,0.0,0.0,1.36,0.0,1.36,0.0
coverage_half,t8_l0,deception_silent,test,benign_drill,0.0,1.0,8.56,1.0,8.56,0.0
coverage_half,t8_l0,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,family_shift,cycler,2.795,0.505,0.0,0.0,0.0,0.0
coverage_half,t8_l0,deception_silent,family_shift,benign_burst,0.0,1.0,13.4,1.0,13.4,0.0
coverage_half,t8_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,8.995,1.0,8.995,0.0
coverage_half,t8_l1,deception_silent,test,fast,3.28,0.55,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,test,switcher,4.28,0.27,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,test,benign_admin,0.0,0.0,1.36,0.0,1.36,0.0
coverage_half,t8_l1,deception_silent,test,benign_drill,0.0,1.0,7.505,1.0,7.505,0.0
coverage_half,t8_l1,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,family_shift,cycler,3.7,0.285,0.0,0.0,0.0,0.0
coverage_half,t8_l1,deception_silent,family_shift,benign_burst,0.0,1.0,12.4,1.0,12.4,0.0
coverage_half,t8_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,7.995,1.0,7.995,0.0
coverage_half,t12_l0,isolate,test,fast,13.5,0.5,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,switcher,9.88,0.51,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,slow,5.86,0.535,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,avoider,14.545,0.445,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,family_shift,patient,5.51,0.49,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,family_shift,cycler,9.085,0.435,0.0,0.0,0.0,0.0
coverage_half,t12_l0,isolate,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
coverage_half,t12_l0,isolate,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,switcher,8.86,0.51,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
coverage_half,t5_l0,isolate,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
coverage_half,t5_l0,isolate,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,family_shift,cycler,8.215,0.435,0.0,0.0,0.0,0.0
coverage_half,t5_l0,isolate,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
coverage_half,t5_l0,isolate,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
coverage_half,t8_l0,isolate,test,fast,13.0,0.5,0.0,0.0,0.0,0.0
